0,0.56663,0.027027,0.3,0,0.54486,0.15556,0.38095,0.93655,0.5,0,0.0025,1,0.93421,0.97077,0.43802,0.26136,0.5,0.87654,0.90452,0.4386,1,0.54982,0.16605,0.49318,0,0.97441,0.5,0.275,1,1,0.09707,0,0.99888,0.20588,0.5,0,0.31092,0,0.043478,1,0.46032,0.40342,0.36993,0.58824,0.55556,0.039211,0.43635,0.040984,0,0.56643,0.952,0.40107,0.3913,0,0.49727,1,0.30968,0.31557,1,0,0,0.8777,0,0.047619,0,0,0,0.36443,0,0,0.46716,0.56993,0.525,0.96541,0.6006,0.38529,0.27174,1,0.57609,0.63253,0.18908,0.37349,0,0.584,0.28671,0.32671,0.12568,1,0.89577,0.040936,0.80612,0.54288,0,0,0.065,0.35354,0.5,0.576,0.79798,0.3,0.46667,0.74545,0.68421,0.064327,0.22536,0.2967,0.60833,0.43706,0.29825,0.4,0.67742,0.83333,0.2,0.61157,0.39864,0.83103,0.7234,0.61655,0.51258,0.15385,0.098765,0.33463,0.035354,0,0.56122,0.79038,0.82033,0,0.53968,0.73554,0.57018,0.11025,0.66667,0,0.25,0.36628,0.032573,0.86842,0.37383,0.3569,0.022222,0.79659,0.031923,0.18306,0.46076,0.87701,0.78512,0,0.1157,0.85696,0.19149,0.2447,0.077586,0.43421,0,0.81931,0.25,0.0625,0.12048,0.66377
0,0.512,0.57658,0,0,0.54486,0.77037,0.14286,0.93655,0.5,0,0.0275,1,0.93421,0,0.6281,0.05303,0.5,1,0.24124,0.57018,0,0,0.18865,0.54288,0,0.76967,0.5,0.275,0.86759,0,0.27996,0,0.4018,0.29412,0.3,0,0.48051,0.34783,0.48551,0.31812,0.46032,0.40342,0.59179,0.5098,0.5873,0.092275,0.18865,0.77459,0.16667,0,0.112,0,0.34783,0,0.34244,1,0.30968,0.31557,0.36546,0,0,0.079137,1,0.60317,0,0.26667,0,0.42082,0,1,0.44238,0.56643,0.69167,0.96541,0.52553,0.38529,0.79348,0.5,0.23913,0.70482,0.49318,0.3253,0,0.44,0.56643,0.59936,0.25137,0.13187,0.20847,1,0,0.24561,0,0.92308,0.067885,0.74747,1,0.84,0.11111,0.8,0.2,0.72727,0.94737,0.49318,0.18638,0.3022,0.575,0.96154,0.61404,0.49091,0.84946,0.91667,0.1,0.090909,0.35283,0.14483,0.74468,0.40828,0.32228,0.15385,0.098765,0.33463,0.09596,0,0.4898,0,0.18109,0.39535,0.38095,0.82645,0.29825,0.16054,0.16667,0,0.25,0.92006,0.58306,0,0.71028,0.80363,0.15603,0.88916,0.032115,0.3076,0.46076,0.14439,0.61157,0.93939,0.31405,0.71391,0.56738,0.2447,0.20545,0.55263,0.0025,0.88941,0.25,0.0625,0.81325,0.17354
0,0.512,0.61261,0.3,0,0,0.77037,0.57143,1,0.5,0.86713,0.0025,1,0.22368,0.79415,1,0.05303,0.5,0.2716,0.54982,0.5614,0,0.54982,0.32196,0.4191,0,0.78887,1,0.74167,0.77103,0,0.27996,0,0.80135,0.20588,0.3,0,0.39864,0.82609,0.1087,1,0.047619,0.61858,0.5203,0.58824,0.55556,0.066917,0.18865,0.37705,0.66667,0.91608,0.136,0,0.34783,1,0.48087,0.576,0.41935,0.028689,0.81124,0.71212,0,0.38129,1,0.55556,0,0.26667,0,0.36443,0,0,0.46716,0.91608,0.525,0.90452,0.6006,0.59412,0.56522,1,0.40217,0.63253,0.4191,0.3253,0.076723,0.56,0.56643,0.32671,0.48087,0.13187,0.82085,0.44834,0,0.39864,0,0,0.067885,0.35354,0.5,0.12,0.64141,0.3,0.6,0.70909,0.64474,0.49318,0.22536,0.19231,0.575,0.96154,0,0.95758,0.87097,0,0.5,1,0.39864,0.14483,0.73404,0.40828,0.12252,1,0.40741,0.54994,0.035354,0.5,0.4898,0.79038,0.18109,0.39535,0.38095,0.82645,0.5614,0.54932,1,0.18326,0,0.2282,0.21173,0.096491,0.78505,0.24742,0.22884,0.27162,0.0025,0.23412,0.036337,0.69519,0.22314,0.79798,0.31405,0,0.01773,0.40212,1,0.43421,0.0025,0.88941,0,0.3125,0.63253,0.36443
1,0.512,0,0,0,0.23277,0.61481,0.69048,0.023448,0,0,0.0025,0,0.89474,0.27162,0.65289,0.05303,0.5,0.41975,0.43635,0,0,0.54982,0.54982,0.31092,0.66667,0.85285,0.5,1,0.61655,0,0.27996,0,0.28956,0.20588,0.8,0,0.064327,0.26087,0.5,1,0.77778,0.72372,1,0.45098,0.55556,0.051186,0.18865,0.68852,1,0.86713,0.256,0.74332,0.34783,0,0.48998,0,1,0.040984,0.28112,0.93939,1,0.079137,1,1,0,0.63333,0,0.36443,0,0,0.46716,0,0.525,0.44419,0.6006,0.80588,0.31522,1,0.44565,0.63253,0.39864,0.43373,0.42783,0.416,0.56643,0.32671,0.48634,0.42857,0.21173,0,0.69388,0.4191,0.18326,0.91608,0.032115,0.35354,0.5,0.24,0.5404,0.5,1,0.54545,0.84211,0.49318,0.22536,0.18681,0.575,0.96154,0.5614,0.33333,0.44086,0.23864,0.7,0.22314,0.39864,0.43793,0.85106,0.40828,0.09707,0.92308,0.34568,0.35409,0.035354,1,0.4898,0.79038,0.15603,0,0.60317,0.6281,0.052632,0.20116,0.66667,0,0.5625,0.036337,0.82085,0.14912,0.8785,0.89691,0.16501,0.79415,0,0.14197,0.92006,0.23529,0.43802,0.71212,0.31405,0,0.24468,1,0.1585,0.43421,0.0025,0.88941,0.5625,0.25,0.88554,0.282
0,0.512,0.3964,0,0,0.54486,0.59259,0.14286,0.93655,0,0,0.0025,0,0.93421,0,0.43802,0.05303,0.5,1,0.90452,0.29825,0,0.54982,0.44419,0.27778,0,0.76967,0.5,0.275,1,0,0.27996,0,0.4018,0.20588,0.3,0,0.31092,0.086957,0.48551,1,0.46032,0.40342,0.59179,0.5098,0.55556,0,0.18865,0.77459,0.66667,0,0.608,0,0.34783,0,0.34244,1,0.30968,0.31557,0.076305,0,0,0.41007,1,0.047619,0,1,0,0.36443,0,0,0.46716,0,0.525,0.96541,0.6006,0.38529,0.28261,1,0.23913,0.63253,0.54288,0.54217,0.23277,0.44,0.56643,0.32671,0.12568,0.10989,0.20847,1,0,0.24561,0,0.92308,0.030385,0.35354,1,0.576,0.11111,0.3,0.46667,0.72727,0.94737,0.49318,0.22536,0.3022,0.575,0.96154,0.61404,0,0.65591,0.91667,0.1,0.090909,0.39864,0.24483,0.74468,0.40828,0.51258,0.15385,0.098765,0.33463,0.035354,0.5,0.4898,0.79038,0.94799,0,0.46032,0.041322,1,0.16054,0.16667,0,0.25,0.46076,0.89577,0.10526,0.71028,0,0.022222,0.97077,0.031923,0.3076,0.46076,0.14439,0.041322,0,0.31405,0.71391,0.56738,0.2447,0.20545,0.43421,0.0025,0.88941,0.25,0.0625,0.81325,0.66377
0,0.39424,0.3964,0,0,0.54486,0.59259,0.14286,0.93655,0,0,0.0025,0,0.93421,0,0.43802,0,0.5,1,0.90452,0.29825,0,0.54982,0.44419,0.49318,0,0.76967,0.5,0.275,1,0,0.12252,0,0.4018,0.20588,0.3,0,0.31092,0.086957,0.48551,1,0.46032,0.40342,0.59179,0.5098,0.55556,0.039211,0.54982,0.77459,0.66667,0.56643,0.608,0,0.26087,0,0.34244,1,0.30968,0.31557,0.076305,0,0,0.41007,1,0.047619,0,0,0,0.36443,0.035354,0,0.46716,0,0.525,0.96541,0.6006,0.38529,0.28261,1,0.23913,0.63253,0.54288,0.54217,0.23277,0.44,0,0.32671,0.12568,0.10989,0.20847,1,0,0.24561,0,0.92308,0.030385,0.35354,1,0.576,0.11111,0.3,0.46667,0.72727,0.94737,0.39864,0.22536,0.3022,0.525,0.71678,0.61404,0.4,0.67742,0.91667,0.1,0.090909,0.39864,0.24483,0.74468,0.77103,0.51258,0.15385,0.098765,0.33463,0.035354,0.5,0.34184,0.79038,0.94799,0,0.46032,0.041322,0.57018,0.16054,0.16667,0,0.25,0.36628,0.89577,0.10526,0.71028,0.3569,0.022222,0.97077,0.031923,0.3076,0.46076,0.14439,0.78512,0,0.21488,0.71391,0.56738,0.2447,0.20545,0.43421,0.0025,0.85514,0.25,0.0625,0.81325,0.66377
0,0.39424,0,0.3,0,0,0.61481,0.57143,0.45517,0,0.56993,0.0025,0,0.28947,0.79415,0.3719,0,0.5,0.2716,1,0,0,0.54982,0.54982,1,0,0.90403,1,0.89167,0.34483,0,0.12252,0,0.80135,0.20588,0.8,1,0,0.26087,0.1087,1,0,0.25917,0.44419,0.58824,0.55556,0.061517,0.54982,0.37705,1,0.81119,0.256,0.74332,0.26087,0,0.48087,0.992,0.47097,0.62705,0.28112,0.10101,0,0.079137,1,0.74603,0,0,0,0.36443,0.035354,0,0.46716,0,0.525,0.16605,0.6006,0.29118,0.31522,1,0.46739,0.63253,0.39864,0.43373,0.42783,0.608,0,0.32671,0.16393,0.42857,0.82085,0.54288,0.69388,0.39864,0,0,0.032115,0.35354,0.5,0.416,0.93939,0.5,0.46667,0.65455,0.89474,0.39864,0.22536,0.19231,0.525,0.71678,0,0.5697,0.58065,0,0.5,1,0.39864,0.43793,1,0.77103,0.35632,0,0,0.46952,0.035354,1,0.34184,0.79038,0.15603,0,0.60317,0.6281,0.68421,0.53578,1,0,0.8125,0.77326,0.82085,0.14912,0.78505,0.2327,0.30969,0.79415,0.99231,0.23288,0,0.69519,0.93388,0.11111,0.21488,0.23277,0.01773,0.16069,1,0.43421,0.0025,0.85514,0.8125,0.0625,0.63253,0.13449
1,0.25729,0.32432,0.3,0,0,0.95556,0.83333,0.34483,0,0,0.067885,0,0.84211,0.62728,0.93388,0.16288,1,0.49383,0.59179,0.68421,0,0.74493,0.59179,0.24561,0.66667,0.4261,0,0.25833,0.070345,0,0.61497,0,0.38608,0.61765,0.3,0,1,0.26087,0.77536,0.037176,0.74603,0.40098,0.54982,0.41176,0.38095,0.21531,0.59179,0.028689,0.33333,0.92308,0.44,0.64171,0.26087,1,0.12568,0.416,0.077419,0.86475,0.67068,0.5404,0,0.28777,1,0.53968,0,1,0,0.20607,0.11111,0,0.48575,0.81119,0.45,1,0.38138,0.42353,0.84783,0.5,0.032609,0.56024,1,0.51807,0.71391,0.256,0.81119,0.25755,1,0.46154,0.1759,0.39864,1,0.31092,0,0.86713,0.031923,0.39394,0.5,0.072,0.035354,0.1,0.6,0.063636,0.43421,1,0.26792,0.46154,0.71667,0.56993,0.052632,0.45455,0.52688,0.10606,0.3,0.43802,0.30799,0.34483,0.69149,0.070345,0.61497,0,0.38272,0.51362,0.56061,0.5,0.42347,0.11664,0.022222,0.65116,0.047619,0.43802,0.61404,0.51257,0.83333,0,0.5625,0.34012,1,0.026316,0.33645,0.39715,0.18913,0.89525,0.0025,1,0.26744,0.64171,0.090909,0.87374,0.30579,0.42783,0.21277,0.19413,0.22678,0.75,0.0025,0.85981,0.5625,0.5625,0.21084,0.34707
0,0.512,0.3964,0,0,0.54486,0.59259,0.14286,0.93655,0,0,0.067885,0,0.93421,0,0.43802,0.05303,0.5,1,0.90452,0.29825,0,0.74493,0.44419,0.49318,0,0.76967,0.5,0.275,1,0,0.27996,0,0.4018,0.61765,0.3,0,0.31092,0.086957,0.48551,0.037176,0.46032,0.40342,0.59179,0.5098,0.38095,0.039211,0.18865,0.77459,0.66667,0.56643,0.608,0,0.34783,0,0.34244,1,0.30968,0.31557,0.076305,0,0,0.41007,1,0.047619,0,0,0,0.20607,0,0,0.48575,0,0.45,0.96541,0.38138,0.38529,0.28261,0.5,0.23913,0.56024,0.54288,0.54217,0.23277,0.44,0.56643,0.25755,0.12568,0.10989,0.20847,1,0,0.24561,0,0.92308,0.030385,0.39394,1,0.576,0.11111,0.3,0.46667,0.72727,0.94737,0.49318,0.26792,0.3022,0.575,0.96154,0.61404,0.4,0.67742,0.91667,0.1,0.090909,0.30799,0.24483,0.74468,0.40828,0.51258,0.15385,0.098765,0.33463,0.56061,0.5,0.4898,0.11664,0.94799,0,0.46032,0.041322,0.57018,0.16054,0.16667,0,0.25,0.36628,0.89577,0.10526,0.71028,0.3569,0.022222,0.97077,0.031923,0.3076,0.46076,0.14439,0.78512,0,0.31405,0.71391,0.56738,0.2447,0.20545,0.75,0.0025,0.88941,0.25,0.0625,0.81325,0.66377
1,0.39424,0.76577,0.3,0,0.42783,0.61481,0.57143,0.44552,0.5,0,0.0025,0,0.75,0.79415,0.7686,0,0.5,0.2716,0,0.37719,0,0.54982,0.36993,0.18908,0.66667,1,1,0.45,0.51172,1,0.12252,0,0.80135,0.20588,0,1,0.35283,0.65217,0.1087,1,0.38095,0.20293,0.18865,0.58824,0.55556,1,0.54982,0.37705,0.66667,0.56993,0.584,0.14439,0.26087,1,0.48087,0.264,0.2,1,0.50201,0.56061,0,1,1,0.5873,0,1,0,0.36443,0.035354,0,0.46716,0.66434,0.525,0.74493,0.6006,0.19118,0.27174,1,0.63043,0.63253,0.040936,0.95181,0.85696,0.112,0,0.32671,0.42987,0.3022,0.82085,0.49318,0.32653,0.39864,0,0,0.95577,0.35354,1,0.328,0,0.3,0.8,0.84545,0.43421,0.39864,0.22536,0.19231,0.525,0.71678,0,0.10303,0.46237,0,0.5,1,0.39864,0.068966,0.74468,0.77103,0.29062,0.076923,0.97531,0.19844,0.035354,0.5,0.34184,0.79038,1,0.23256,0.8254,0.090909,0.4386,0.15087,1,0.73016,0.4375,0,0.96743,0.63158,0.78505,0.85272,0.19858,0.75274,0.0275,0.54047,0.2718,0.69519,0,0.10101,0.21488,0,0.01773,0.11664,1,0.43421,0.0025,0.85514,0.4375,0.375,0.63253,0.42082
